year,region_type,region_year_spec,region_id,region_level,hrst_st_rcat_se_pc_pop
2014,NUTS,2010,EL5,1,2.3
2015,NUTS,2010,EL5,1,2.6
2016,NUTS,2010,EL5,1,2.8
2017,NUTS,2010,EL5,1,2.8
2018,NUTS,2010,EL5,1,3.1
2019,NUTS,2010,EL5,1,3.3
2020,NUTS,2010,EL5,1,3.4
2011,NUTS,2010,EL51,2,2.2
2012,NUTS,2010,EL51,2,1.8
2013,NUTS,2010,EL51,2,1.8
2014,NUTS,2010,EL51,2,1.6
2015,NUTS,2010,EL51,2,2.2
2016,NUTS,2010,EL51,2,2.5
2017,NUTS,2010,EL51,2,2.6
2018,NUTS,2010,EL51,2,2.3
2019,NUTS,2010,EL51,2,2.1
2020,NUTS,2010,EL51,2,1.9
2011,NUTS,2010,EL52,2,2.7
2012,NUTS,2010,EL52,2,2.6
2013,NUTS,2010,EL52,2,2.6
2014,NUTS,2010,EL52,2,2.4
2015,NUTS,2010,EL52,2,3.0
2016,NUTS,2010,EL52,2,3.1
2017,NUTS,2010,EL52,2,3.0
2018,NUTS,2010,EL52,2,3.4
2019,NUTS,2010,EL52,2,3.8
2020,NUTS,2010,EL52,2,4.0
2011,NUTS,2010,EL53,2,1.6
2012,NUTS,2010,EL53,2,1.5
2013,NUTS,2010,EL53,2,2.1
2014,NUTS,2010,EL53,2,2.5
2015,NUTS,2010,EL53,2,1.5
2016,NUTS,2010,EL53,2,1.1
2017,NUTS,2010,EL53,2,1.8
2018,NUTS,2010,EL53,2,2.1
2019,NUTS,2010,EL53,2,2.9
2020,NUTS,2010,EL53,2,2.7
2011,NUTS,2010,EL54,2,2.1
2012,NUTS,2010,EL54,2,2.1
2013,NUTS,2010,EL54,2,2.6
2014,NUTS,2010,EL54,2,2.8
2015,NUTS,2010,EL54,2,2.1
2016,NUTS,2010,EL54,2,2.4
2017,NUTS,2010,EL54,2,2.8
2018,NUTS,2010,EL54,2,3.6
2019,NUTS,2010,EL54,2,3.2
2020,NUTS,2010,EL54,2,3.0
2011,NUTS,2010,EL6,1,1.9
2012,NUTS,2010,EL6,1,2.0
2013,NUTS,2010,EL6,1,2.1
2014,NUTS,2010,EL6,1,2.0
2015,NUTS,2010,EL6,1,1.9
2016,NUTS,2010,EL6,1,2.0
2017,NUTS,2010,EL6,1,2.3
2018,NUTS,2010,EL6,1,2.3
2019,NUTS,2010,EL6,1,2.4
2020,NUTS,2010,EL6,1,2.9
2011,NUTS,2010,EL61,2,2.0
2012,NUTS,2010,EL61,2,2.6
2013,NUTS,2010,EL61,2,2.5
2014,NUTS,2010,EL61,2,2.0
2015,NUTS,2010,EL61,2,1.8
2016,NUTS,2010,EL61,2,2.1
2017,NUTS,2010,EL61,2,2.4
2018,NUTS,2010,EL61,2,3.1
2019,NUTS,2010,EL61,2,2.9
2020,NUTS,2010,EL61,2,3.1
2011,NUTS,2010,EL62,2,1.5
2012,NUTS,2010,EL62,2,1.5
2013,NUTS,2010,EL62,2,2.0
2014,NUTS,2010,EL62,2,2.1
2015,NUTS,2010,EL62,2,1.9
2016,NUTS,2010,EL62,2,1.5
2017,NUTS,2010,EL62,2,1.5
2018,NUTS,2010,EL62,2,1.6
2019,NUTS,2010,EL62,2,1.9
2020,NUTS,2010,EL62,2,2.1
2011,NUTS,2010,EL63,2,2.4
2012,NUTS,2010,EL63,2,1.8
2013,NUTS,2010,EL63,2,2.0
2014,NUTS,2010,EL63,2,2.2
2015,NUTS,2010,EL63,2,2.2
2016,NUTS,2010,EL63,2,2.1
2017,NUTS,2010,EL63,2,2.6
2018,NUTS,2010,EL63,2,2.1
2019,NUTS,2010,EL63,2,2.0
2020,NUTS,2010,EL63,2,2.4
2011,NUTS,2010,EL64,2,1.8
2012,NUTS,2010,EL64,2,1.6
2013,NUTS,2010,EL64,2,1.7
2014,NUTS,2010,EL64,2,1.4
2015,NUTS,2010,EL64,2,1.4
2016,NUTS,2010,EL64,2,1.8
2017,NUTS,2010,EL64,2,2.5
2018,NUTS,2010,EL64,2,2.2
2019,NUTS,2010,EL64,2,2.5
2020,NUTS,2010,EL64,2,3.6
2011,NUTS,2010,EL65,2,1.6
2012,NUTS,2010,EL65,2,1.8
2013,NUTS,2010,EL65,2,2.2
2014,NUTS,2010,EL65,2,2.1
2015,NUTS,2010,EL65,2,2.0
2016,NUTS,2010,EL65,2,2.0
2017,NUTS,2010,EL65,2,1.9
2018,NUTS,2010,EL65,2,1.9
2019,NUTS,2010,EL65,2,2.1
2020,NUTS,2010,EL65,2,2.7
2011,NUTS,2010,ES,0,3.5
2012,NUTS,2010,ES,0,3.5
2013,NUTS,2010,ES,0,3.6
2014,NUTS,2010,ES,0,3.6
2015,NUTS,2010,ES,0,3.7
2016,NUTS,2010,ES,0,3.9
2017,NUTS,2010,ES,0,4.0
2018,NUTS,2010,ES,0,4.1
2019,NUTS,2010,ES,0,4.2
2020,NUTS,2010,ES,0,4.4
2011,NUTS,2010,ES1,1,3.1
2012,NUTS,2010,ES1,1,3.1
2013,NUTS,2010,ES1,1,3.1
2014,NUTS,2010,ES1,1,3.4
2015,NUTS,2010,ES1,1,3.3
2016,NUTS,2010,ES1,1,3.5
2017,NUTS,2010,ES1,1,3.7
2018,NUTS,2010,ES1,1,3.9
2019,NUTS,2010,ES1,1,4.2
2020,NUTS,2010,ES1,1,4.2
2011,NUTS,2010,ES11,2,2.9
2012,NUTS,2010,ES11,2,3.0
2013,NUTS,2010,ES11,2,3.0
2014,NUTS,2010,ES11,2,3.4
2015,NUTS,2010,ES11,2,3.3
2016,NUTS,2010,ES11,2,3.3
2017,NUTS,2010,ES11,2,3.5
2018,NUTS,2010,ES11,2,3.9
2019,NUTS,2010,ES11,2,4.0
2020,NUTS,2010,ES11,2,4.0
2011,NUTS,2010,ES12,2,3.6
2012,NUTS,2010,ES12,2,3.3
2013,NUTS,2010,ES12,2,3.4
2014,NUTS,2010,ES12,2,3.4
2015,NUTS,2010,ES12,2,3.0
2016,NUTS,2010,ES12,2,3.7
2017,NUTS,2010,ES12,2,4.1
2018,NUTS,2010,ES12,2,4.0
2019,NUTS,2010,ES12,2,4.8
2020,NUTS,2010,ES12,2,4.6
2011,NUTS,2010,ES13,2,2.7
2012,NUTS,2010,ES13,2,3.0
2013,NUTS,2010,ES13,2,3.3
2014,NUTS,2010,ES13,2,3.5
2015,NUTS,2010,ES13,2,3.8
2016,NUTS,2010,ES13,2,3.5
2017,NUTS,2010,ES13,2,3.8
2018,NUTS,2010,ES13,2,3.4
2019,NUTS,2010,ES13,2,4.1
2020,NUTS,2010,ES13,2,4.2
2011,NUTS,2010,ES2,1,4.4
2012,NUTS,2010,ES2,1,4.1
2013,NUTS,2010,ES2,1,4.2
2014,NUTS,2010,ES2,1,4.3
2015,NUTS,2010,ES2,1,4.1
2016,NUTS,2010,ES2,1,4.3
2017,NUTS,2010,ES2,1,4.8
2018,NUTS,2010,ES2,1,4.4
2019,NUTS,2010,ES2,1,4.8
2020,NUTS,2010,ES2,1,5.1
2011,NUTS,2010,ES21,2,4.7
2012,NUTS,2010,ES21,2,4.4
2013,NUTS,2010,ES21,2,4.6
2014,NUTS,2010,ES21,2,4.9
2015,NUTS,2010,ES21,2,4.5
2016,NUTS,2010,ES21,2,4.6
2017,NUTS,2010,ES21,2,5.2
2018,NUTS,2010,ES21,2,4.6
2019,NUTS,2010,ES21,2,4.8
2020,NUTS,2010,ES21,2,5.9
2011,NUTS,2010,ES22,2,4.3
2012,NUTS,2010,ES22,2,4.1
2013,NUTS,2010,ES22,2,4.4
2014,NUTS,2010,ES22,2,4.4
2015,NUTS,2010,ES22,2,4.4
2016,NUTS,2010,ES22,2,4.6
2017,NUTS,2010,ES22,2,4.5
2018,NUTS,2010,ES22,2,4.6
2019,NUTS,2010,ES22,2,5.6
2020,NUTS,2010,ES22,2,5.5
2011,NUTS,2010,ES23,2,4.0
2012,NUTS,2010,ES23,2,4.0
2013,NUTS,2010,ES23,2,3.5
2014,NUTS,2010,ES23,2,3.4
2015,NUTS,2010,ES23,2,3.6
2016,NUTS,2010,ES23,2,3.3
2017,NUTS,2010,ES23,2,3.7
2018,NUTS,2010,ES23,2,3.3
2019,NUTS,2010,ES23,2,3.1
2020,NUTS,2010,ES23,2,3.1
2011,NUTS,2010,ES24,2,4.0
2012,NUTS,2010,ES24,2,3.6
2013,NUTS,2010,ES24,2,3.7
2014,NUTS,2010,ES24,2,3.7
2015,NUTS,2010,ES24,2,3.6
2016,NUTS,2010,ES24,2,4.0
2017,NUTS,2010,ES24,2,4.5
2018,NUTS,2010,ES24,2,4.1
2019,NUTS,2010,ES24,2,4.6
2020,NUTS,2010,ES24,2,4.0
2011,NUTS,2010,ES3,1,6.5
2012,NUTS,2010,ES3,1,6.0
2013,NUTS,2010,ES3,1,6.2
2014,NUTS,2010,ES3,1,6.0
2015,NUTS,2010,ES3,1,6.3
2016,NUTS,2010,ES3,1,6.3
2017,NUTS,2010,ES3,1,6.2
2018,NUTS,2010,ES3,1,6.3
2019,NUTS,2010,ES3,1,6.5
2020,NUTS,2010,ES3,1,6.7
2011,NUTS,2010,ES30,2,6.5
2012,NUTS,2010,ES30,2,6.0
2013,NUTS,2010,ES30,2,6.2
2014,NUTS,2010,ES30,2,6.0
2015,NUTS,2010,ES30,2,6.3
2016,NUTS,2010,ES30,2,6.3
2017,NUTS,2010,ES30,2,6.2
2018,NUTS,2010,ES30,2,6.3
2019,NUTS,2010,ES30,2,6.5
2020,NUTS,2010,ES30,2,6.7
2011,NUTS,2010,ES4,1,3.1
2012,NUTS,2010,ES4,1,3.1
2013,NUTS,2010,ES4,1,3.0
2014,NUTS,2010,ES4,1,3.1
2015,NUTS,2010,ES4,1,3.1
2016,NUTS,2010,ES4,1,3.3
2017,NUTS,2010,ES4,1,3.3
2018,NUTS,2010,ES4,1,3.3
2019,NUTS,2010,ES4,1,3.4
2020,NUTS,2010,ES4,1,3.4
2011,NUTS,2010,ES41,2,3.4
2012,NUTS,2010,ES41,2,3.6
2013,NUTS,2010,ES41,2,3.5
2014,NUTS,2010,ES41,2,3.4
2015,NUTS,2010,ES41,2,3.5
2016,NUTS,2010,ES41,2,3.6
2017,NUTS,2010,ES41,2,3.7
2018,NUTS,2010,ES41,2,3.7
2019,NUTS,2010,ES41,2,3.9
2020,NUTS,2010,ES41,2,3.9
2011,NUTS,2010,ES42,2,2.9
2012,NUTS,2010,ES42,2,2.7
2013,NUTS,2010,ES42,2,2.5
2014,NUTS,2010,ES42,2,2.7
2015,NUTS,2010,ES42,2,2.7
2016,NUTS,2010,ES42,2,3.0
2017,NUTS,2010,ES42,2,3.2
2018,NUTS,2010,ES42,2,3.1
2019,NUTS,2010,ES42,2,3.0
2020,NUTS,2010,ES42,2,3.2
2011,NUTS,2010,ES43,2,3.0
2012,NUTS,2010,ES43,2,2.4
2013,NUTS,2010,ES43,2,2.5
2014,NUTS,2010,ES43,2,3.0
2015,NUTS,2010,ES43,2,3.0
2016,NUTS,2010,ES43,2,3.1
2017,NUTS,2010,ES43,2,2.9
2018,NUTS,2010,ES43,2,2.7
2019,NUTS,2010,ES43,2,2.9
2020,NUTS,2010,ES43,2,2.6
2011,NUTS,2010,ES5,1,3.2
2012,NUTS,2010,ES5,1,3.4
2013,NUTS,2010,ES5,1,3.6
2014,NUTS,2010,ES5,1,3.6
2015,NUTS,2010,ES5,1,3.7
2016,NUTS,2010,ES5,1,4.0
2017,NUTS,2010,ES5,1,4.1
2018,NUTS,2010,ES5,1,4.2
2019,NUTS,2010,ES5,1,4.3
2020,NUTS,2010,ES5,1,4.6
2011,NUTS,2010,ES51,2,3.7
2012,NUTS,2010,ES51,2,4.0
2013,NUTS,2010,ES51,2,4.2
2014,NUTS,2010,ES51,2,4.3
2015,NUTS,2010,ES51,2,4.3
2016,NUTS,2010,ES51,2,4.8
2017,NUTS,2010,ES51,2,4.7
2018,NUTS,2010,ES51,2,5.0
2019,NUTS,2010,ES51,2,5.0
2020,NUTS,2010,ES51,2,5.1
2011,NUTS,2010,ES52,2,2.9
2012,NUTS,2010,ES52,2,2.8
2013,NUTS,2010,ES52,2,3.0
2014,NUTS,2010,ES52,2,3.0
2015,NUTS,2010,ES52,2,3.1
2016,NUTS,2010,ES52,2,3.1
2017,NUTS,2010,ES52,2,3.3
2018,NUTS,2010,ES52,2,3.3
2019,NUTS,2010,ES52,2,3.6
2020,NUTS,2010,ES52,2,3.9
2011,NUTS,2010,ES53,2,1.9
2012,NUTS,2010,ES53,2,2.2
2013,NUTS,2010,ES53,2,2.4
2014,NUTS,2010,ES53,2,2.0
2015,NUTS,2010,ES53,2,2.7
2016,NUTS,2010,ES53,2,3.2
2017,NUTS,2010,ES53,2,3.1
2018,NUTS,2010,ES53,2,2.8
2019,NUTS,2010,ES53,2,3.1
2020,NUTS,2010,ES53,2,4.2
2011,NUTS,2010,ES6,1,2.4
2012,NUTS,2010,ES6,1,2.4
2013,NUTS,2010,ES6,1,2.3
2014,NUTS,2010,ES6,1,2.4
2015,NUTS,2010,ES6,1,2.5
2016,NUTS,2010,ES6,1,2.7
2017,NUTS,2010,ES6,1,2.9
2018,NUTS,2010,ES6,1,3.0
2019,NUTS,2010,ES6,1,3.2
2020,NUTS,2010,ES6,1,3.2
2011,NUTS,2010,ES61,2,2.3
2012,NUTS,2010,ES61,2,2.3
2013,NUTS,2010,ES61,2,2.2
2014,NUTS,2010,ES61,2,2.4
2015,NUTS,2010,ES61,2,2.5
2016,NUTS,2010,ES61,2,2.7
2017,NUTS,2010,ES61,2,2.9
2018,NUTS,2010,ES61,2,3.0
2019,NUTS,2010,ES61,2,3.1
2020,NUTS,2010,ES61,2,3.1
2011,NUTS,2010,ES62,2,2.6
2012,NUTS,2010,ES62,2,2.7
2013,NUTS,2010,ES62,2,3.0
2014,NUTS,2010,ES62,2,2.9
2015,NUTS,2010,ES62,2,2.6
2016,NUTS,2010,ES62,2,3.1
2017,NUTS,2010,ES62,2,3.2
2018,NUTS,2010,ES62,2,3.6
2019,NUTS,2010,ES62,2,3.8
2020,NUTS,2010,ES62,2,3.5
2011,NUTS,2010,ES63,2,2.5
2012,NUTS,2010,ES63,2,1.7
2015,NUTS,2010,ES63,2,1.7
2020,NUTS,2010,ES63,2,2.6
2011,NUTS,2010,ES64,2,3.7
2012,NUTS,2010,ES64,2,2.0
2013,NUTS,2010,ES64,2,2.4
2014,NUTS,2010,ES64,2,2.2
2015,NUTS,2010,ES64,2,2.4
2016,NUTS,2010,ES64,2,2.5
2017,NUTS,2010,ES64,2,2.2
2018,NUTS,2010,ES64,2,2.2
2019,NUTS,2010,ES64,2,2.9
2020,NUTS,2010,ES64,2,4.4
2011,NUTS,2010,ES7,1,2.1
2012,NUTS,2010,ES7,1,1.8
2013,NUTS,2010,ES7,1,2.0
2014,NUTS,2010,ES7,1,2.2
2015,NUTS,2010,ES7,1,2.1
2016,NUTS,2010,ES7,1,2.5
2017,NUTS,2010,ES7,1,2.4
2018,NUTS,2010,ES7,1,2.7
2019,NUTS,2010,ES7,1,3.0
2020,NUTS,2010,ES7,1,2.9
2011,NUTS,2010,ES70,2,2.1
2012,NUTS,2010,ES70,2,1.8
2013,NUTS,2010,ES70,2,2.0
2014,NUTS,2010,ES70,2,2.2
2015,NUTS,2010,ES70,2,2.1
2016,NUTS,2010,ES70,2,2.5
2017,NUTS,2010,ES70,2,2.4
2018,NUTS,2010,ES70,2,2.7
2019,NUTS,2010,ES70,2,3.0
2020,NUTS,2010,ES70,2,2.9
2011,NUTS,2010,EU15,2,4.4
2012,NUTS,2010,EU15,2,4.4
2013,NUTS,2010,EU15,2,4.5
2014,NUTS,2010,EU15,2,4.5
2015,NUTS,2010,EU15,2,4.6
2016,NUTS,2010,EU15,2,4.8
2017,NUTS,2010,EU15,2,4.8
2018,NUTS,2010,EU15,2,5.0
2019,NUTS,2010,EU15,2,5.2
2011,NUTS,2010,EU27_2020,7,3.8
2012,NUTS,2010,EU27_2020,7,3.8
2013,NUTS,2010,EU27_2020,7,3.9
2014,NUTS,2010,EU27_2020,7,3.9
2015,NUTS,2010,EU27_2020,7,4.0
2016,NUTS,2010,EU27_2020,7,4.1
2017,NUTS,2010,EU27_2020,7,4.3
2018,NUTS,2010,EU27_2020,7,4.4
2019,NUTS,2010,EU27_2020,7,4.6
2020,NUTS,2010,EU27_2020,7,4.8
2011,NUTS,2010,EU28,2,4.1
2012,NUTS,2010,EU28,2,4.1
2013,NUTS,2010,EU28,2,4.2
2014,NUTS,2010,EU28,2,4.3
2015,NUTS,2010,EU28,2,4.4
2016,NUTS,2010,EU28,2,4.5
2017,NUTS,2010,EU28,2,4.6
2018,NUTS,2010,EU28,2,4.8
2019,NUTS,2010,EU28,2,5.0
2011,NUTS,2010,FI,0,5.8
2012,NUTS,2010,FI,0,6.1
2013,NUTS,2010,FI,0,6.2
2014,NUTS,2010,FI,0,6.2
2015,NUTS,2010,FI,0,6.3
2016,NUTS,2010,FI,0,6.4
2017,NUTS,2010,FI,0,6.7
2018,NUTS,2010,FI,0,7.0
2019,NUTS,2010,FI,0,7.4
2020,NUTS,2010,FI,0,8.2
2011,NUTS,2010,FI1,1,5.8
2012,NUTS,2010,FI1,1,6.1
2013,NUTS,2010,FI1,1,6.2
2014,NUTS,2010,FI1,1,6.2
2015,NUTS,2010,FI1,1,6.3
2016,NUTS,2010,FI1,1,6.4
2017,NUTS,2010,FI1,1,6.7
2018,NUTS,2010,FI1,1,7.0
2019,NUTS,2010,FI1,1,7.4
2020,NUTS,2010,FI1,1,8.2
2011,NUTS,2010,FI19,2,4.8
2012,NUTS,2010,FI19,2,5.4
2013,NUTS,2010,FI19,2,5.6
2014,NUTS,2010,FI19,2,5.4
2015,NUTS,2010,FI19,2,5.7
2016,NUTS,2010,FI19,2,5.9
2017,NUTS,2010,FI19,2,5.9
2018,NUTS,2010,FI19,2,6.4
2019,NUTS,2010,FI19,2,7.0
2020,NUTS,2010,FI19,2,7.4
2011,NUTS,2010,FI1B,2,9.0
2012,NUTS,2010,FI1B,2,9.0
2013,NUTS,2010,FI1B,2,9.1
2014,NUTS,2010,FI1B,2,9.4
2015,NUTS,2010,FI1B,2,9.6
2016,NUTS,2010,FI1B,2,9.3
2017,NUTS,2010,FI1B,2,9.5
2018,NUTS,2010,FI1B,2,10.1
2019,NUTS,2010,FI1B,2,10.4
2020,NUTS,2010,FI1B,2,11.3
2011,NUTS,2010,FI1C,2,4.3
2012,NUTS,2010,FI1C,2,4.8
2013,NUTS,2010,FI1C,2,4.9
2014,NUTS,2010,FI1C,2,4.7
2015,NUTS,2010,FI1C,2,4.8
2016,NUTS,2010,FI1C,2,4.9
2017,NUTS,2010,FI1C,2,5.5
2018,NUTS,2010,FI1C,2,5.3
2019,NUTS,2010,FI1C,2,5.5
2020,NUTS,2010,FI1C,2,6.8
2011,NUTS,2010,FI1D,2,4.3
2012,NUTS,2010,FI1D,2,4.5
2013,NUTS,2010,FI1D,2,4.3
2014,NUTS,2010,FI1D,2,4.2
2015,NUTS,2010,FI1D,2,4.2
2016,NUTS,2010,FI1D,2,4.4
2017,NUTS,2010,FI1D,2,5.0
2018,NUTS,2010,FI1D,2,5.2
2019,NUTS,2010,FI1D,2,5.5
2020,NUTS,2010,FI1D,2,6.1
2011,NUTS,2010,FR,0,4.1
2012,NUTS,2010,FR,0,4.3
2013,NUTS,2010,FR,0,4.1
2014,NUTS,2010,FR,0,3.7
2015,NUTS,2010,FR,0,3.6
2016,NUTS,2010,FR,0,3.7
2017,NUTS,2010,FR,0,3.7
2018,NUTS,2010,FR,0,3.9
2019,NUTS,2010,FR,0,4.1
2020,NUTS,2010,FR,0,4.4
2011,NUTS,2010,FR1,1,6.5
2012,NUTS,2010,FR1,1,6.5
2013,NUTS,2010,FR1,1,5.8
2014,NUTS,2010,FR1,1,5.3
2015,NUTS,2010,FR1,1,5.5
2016,NUTS,2010,FR1,1,5.9
2017,NUTS,2010,FR1,1,5.7
2018,NUTS,2010,FR1,1,5.8
2019,NUTS,2010,FR1,1,6.2
2020,NUTS,2010,FR1,1,7.0
2011,NUTS,2010,FR10,2,6.5
2012,NUTS,2010,FR10,2,6.5
2013,NUTS,2010,FR10,2,5.8
2014,NUTS,2010,FR10,2,5.3
2015,NUTS,2010,FR10,2,5.5
2016,NUTS,2010,FR10,2,5.9
2017,NUTS,2010,FR10,2,5.7
2018,NUTS,2010,FR10,2,5.8
2019,NUTS,2010,FR10,2,6.2
2020,NUTS,2010,FR10,2,7.0
2011,NUTS,2010,FRB,1,3.1
2012,NUTS,2010,FRB,1,3.1
2013,NUTS,2010,FRB,1,3.0
2014,NUTS,2010,FRB,1,2.4
2015,NUTS,2010,FRB,1,2.6
2016,NUTS,2010,FRB,1,2.6
2017,NUTS,2010,FRB,1,2.7
2018,NUTS,2010,FRB,1,3.0
2019,NUTS,2010,FRB,1,3.1
2020,NUTS,2010,FRB,1,2.6
2011,NUTS,2010,FRB0,2,3.1
2012,NUTS,2010,FRB0,2,3.1
2013,NUTS,2010,FRB0,2,3.0
2014,NUTS,2010,FRB0,2,2.4
2015,NUTS,2010,FRB0,2,2.6
2016,NUTS,2010,FRB0,2,2.6
2017,NUTS,2010,FRB0,2,2.7
2018,NUTS,2010,FRB0,2,3.0
2019,NUTS,2010,FRB0,2,3.1
2020,NUTS,2010,FRB0,2,2.6
2011,NUTS,2010,FRC,1,2.7
2012,NUTS,2010,FRC,1,3.1
2013,NUTS,2010,FRC,1,3.0
2014,NUTS,2010,FRC,1,2.8
2015,NUTS,2010,FRC,1,2.7
2016,NUTS,2010,FRC,1,2.7
2017,NUTS,2010,FRC,1,2.7
2018,NUTS,2010,FRC,1,2.8
2019,NUTS,2010,FRC,1,3.0
2020,NUTS,2010,FRC,1,3.3
2011,NUTS,2010,FRC1,2,2.3
2012,NUTS,2010,FRC1,2,3.0
2013,NUTS,2010,FRC1,2,2.9
2014,NUTS,2010,FRC1,2,2.6
2015,NUTS,2010,FRC1,2,2.7
2016,NUTS,2010,FRC1,2,2.3
2017,NUTS,2010,FRC1,2,2.9
2018,NUTS,2010,FRC1,2,2.6
2019,NUTS,2010,FRC1,2,3.0
2020,NUTS,2010,FRC1,2,3.8
2011,NUTS,2010,FRC2,2,3.3
2012,NUTS,2010,FRC2,2,3.3
2013,NUTS,2010,FRC2,2,3.1
2014,NUTS,2010,FRC2,2,2.9
2015,NUTS,2010,FRC2,2,2.9
2016,NUTS,2010,FRC2,2,3.1
2017,NUTS,2010,FRC2,2,2.5
2018,NUTS,2010,FRC2,2,3.0
2019,NUTS,2010,FRC2,2,3.0
2020,NUTS,2010,FRC2,2,2.8
2011,NUTS,2010,FRD,1,3.2
2012,NUTS,2010,FRD,1,3.4
2013,NUTS,2010,FRD,1,3.1
2014,NUTS,2010,FRD,1,2.6
2015,NUTS,2010,FRD,1,2.5
2016,NUTS,2010,FRD,1,2.6
2017,NUTS,2010,FRD,1,2.7
2018,NUTS,2010,FRD,1,2.6
2019,NUTS,2010,FRD,1,2.6
2020,NUTS,2010,FRD,1,3.1
2011,NUTS,2010,FRD1,2,2.7
2012,NUTS,2010,FRD1,2,3.2
2013,NUTS,2010,FRD1,2,3.2
2014,NUTS,2010,FRD1,2,2.3
2015,NUTS,2010,FRD1,2,2.4
2016,NUTS,2010,FRD1,2,2.8
2017,NUTS,2010,FRD1,2,2.5
2018,NUTS,2010,FRD1,2,2.9
2019,NUTS,2010,FRD1,2,2.6
2020,NUTS,2010,FRD1,2,3.4
2011,NUTS,2010,FRD2,2,3.6
2012,NUTS,2010,FRD2,2,3.6
2013,NUTS,2010,FRD2,2,3.1
2014,NUTS,2010,FRD2,2,2.8
2015,NUTS,2010,FRD2,2,2.6
2016,NUTS,2010,FRD2,2,2.5
2017,NUTS,2010,FRD2,2,3.0
2018,NUTS,2010,FRD2,2,2.4
2019,NUTS,2010,FRD2,2,2.7
2020,NUTS,2010,FRD2,2,2.9
2011,NUTS,2010,FRE,1,2.9
2012,NUTS,2010,FRE,1,3.4
2013,NUTS,2010,FRE,1,3.4
2014,NUTS,2010,FRE,1,2.7
2015,NUTS,2010,FRE,1,2.5
2016,NUTS,2010,FRE,1,2.6
2017,NUTS,2010,FRE,1,2.5
2018,NUTS,2010,FRE,1,2.8
2019,NUTS,2010,FRE,1,2.9
2020,NUTS,2010,FRE,1,3.0
2011,NUTS,2010,FRE1,2,3.0
2012,NUTS,2010,FRE1,2,3.7
2013,NUTS,2010,FRE1,2,4.0
2014,NUTS,2010,FRE1,2,3.3
2015,NUTS,2010,FRE1,2,2.9
2016,NUTS,2010,FRE1,2,3.0
2017,NUTS,2010,FRE1,2,2.6
2018,NUTS,2010,FRE1,2,2.8
2019,NUTS,2010,FRE1,2,3.2
2020,NUTS,2010,FRE1,2,3.1
2011,NUTS,2010,FRE2,2,2.6
2012,NUTS,2010,FRE2,2,2.7
2013,NUTS,2010,FRE2,2,2.0
2014,NUTS,2010,FRE2,2,1.6
2015,NUTS,2010,FRE2,2,1.7
2016,NUTS,2010,FRE2,2,1.8
2017,NUTS,2010,FRE2,2,2.3
2018,NUTS,2010,FRE2,2,2.9
2019,NUTS,2010,FRE2,2,2.2
2020,NUTS,2010,FRE2,2,2.9
2011,NUTS,2010,FRF,1,3.2
2012,NUTS,2010,FRF,1,3.4
2013,NUTS,2010,FRF,1,3.2
2014,NUTS,2010,FRF,1,2.5
2015,NUTS,2010,FRF,1,2.8
2016,NUTS,2010,FRF,1,3.0
2017,NUTS,2010,FRF,1,3.1
2018,NUTS,2010,FRF,1,3.3
2019,NUTS,2010,FRF,1,3.4
2020,NUTS,2010,FRF,1,3.5
2011,NUTS,2010,FRF1,2,3.8
2012,NUTS,2010,FRF1,2,4.2
2013,NUTS,2010,FRF1,2,3.5
2014,NUTS,2010,FRF1,2,2.6
2015,NUTS,2010,FRF1,2,3.7
2016,NUTS,2010,FRF1,2,3.9
2017,NUTS,2010,FRF1,2,4.0
2018,NUTS,2010,FRF1,2,4.5
2019,NUTS,2010,FRF1,2,3.9
2020,NUTS,2010,FRF1,2,4.3
2011,NUTS,2010,FRF2,2,2.6
2012,NUTS,2010,FRF2,2,2.5
2013,NUTS,2010,FRF2,2,2.7
2014,NUTS,2010,FRF2,2,2.3
2015,NUTS,2010,FRF2,2,1.7
2016,NUTS,2010,FRF2,2,1.8
2017,NUTS,2010,FRF2,2,2.2
2018,NUTS,2010,FRF2,2,2.6
2019,NUTS,2010,FRF2,2,2.1
2020,NUTS,2010,FRF2,2,1.7
2011,NUTS,2010,FRF3,2,3.0
2012,NUTS,2010,FRF3,2,3.3
2013,NUTS,2010,FRF3,2,3.3
2014,NUTS,2010,FRF3,2,2.7
2015,NUTS,2010,FRF3,2,2.7
2016,NUTS,2010,FRF3,2,2.9
2017,NUTS,2010,FRF3,2,2.9
2018,NUTS,2010,FRF3,2,2.6
2019,NUTS,2010,FRF3,2,3.6
2020,NUTS,2010,FRF3,2,3.7
2011,NUTS,2010,FRG,1,3.2
2012,NUTS,2010,FRG,1,3.8
2013,NUTS,2010,FRG,1,3.3
2014,NUTS,2010,FRG,1,3.4
2015,NUTS,2010,FRG,1,3.5
2016,NUTS,2010,FRG,1,3.4
2017,NUTS,2010,FRG,1,3.6
2018,NUTS,2010,FRG,1,3.5
2019,NUTS,2010,FRG,1,4.1
2020,NUTS,2010,FRG,1,3.9
2011,NUTS,2010,FRG0,2,3.2
2012,NUTS,2010,FRG0,2,3.8
2013,NUTS,2010,FRG0,2,3.3
2014,NUTS,2010,FRG0,2,3.4
2015,NUTS,2010,FRG0,2,3.5
2016,NUTS,2010,FRG0,2,3.4
2017,NUTS,2010,FRG0,2,3.6
2018,NUTS,2010,FRG0,2,3.5
2019,NUTS,2010,FRG0,2,4.1
