year,region_type,region_year_spec,region_id,region_level,rd_p_persreg_total_total_pc_act_fte_t
2014,NUTS,2010,UKE,1,0.9669
2015,NUTS,2010,UKE,1,1.0284
2016,NUTS,2010,UKE,1,0.988
2017,NUTS,2010,UKE,1,1.0956
2018,NUTS,2010,UKE,1,1.1091
2011,NUTS,2010,UKE1,2,0.2226
2012,NUTS,2010,UKE1,2,0.2439
2013,NUTS,2010,UKE1,2,0.5614
2014,NUTS,2010,UKE1,2,0.6127
2015,NUTS,2010,UKE1,2,0.6227
2016,NUTS,2010,UKE1,2,0.5998
2017,NUTS,2010,UKE1,2,0.6482
2018,NUTS,2010,UKE1,2,0.6456
2011,NUTS,2010,UKE2,2,1.4363
2012,NUTS,2010,UKE2,2,1.3348
2013,NUTS,2010,UKE2,2,1.1912
2014,NUTS,2010,UKE2,2,1.2577
2015,NUTS,2010,UKE2,2,1.2523
2016,NUTS,2010,UKE2,2,1.2591
2017,NUTS,2010,UKE2,2,1.2862
2018,NUTS,2010,UKE2,2,1.43
2011,NUTS,2010,UKE3,2,0.9691
2012,NUTS,2010,UKE3,2,0.9548
2013,NUTS,2010,UKE3,2,0.9906
2014,NUTS,2010,UKE3,2,1.0281
2015,NUTS,2010,UKE3,2,1.1678
2016,NUTS,2010,UKE3,2,1.1128
2017,NUTS,2010,UKE3,2,1.2496
2018,NUTS,2010,UKE3,2,1.1878
2011,NUTS,2010,UKE4,2,0.8432
2012,NUTS,2010,UKE4,2,0.842
2013,NUTS,2010,UKE4,2,0.9235
2014,NUTS,2010,UKE4,2,0.9689
2015,NUTS,2010,UKE4,2,1.0255
2016,NUTS,2010,UKE4,2,0.9704
2017,NUTS,2010,UKE4,2,1.1073
2018,NUTS,2010,UKE4,2,1.128
2011,NUTS,2010,UKF,1,1.0475
2012,NUTS,2010,UKF,1,1.0872
2013,NUTS,2010,UKF,1,1.1875
2014,NUTS,2010,UKF,1,1.2356
2015,NUTS,2010,UKF,1,1.2301
2016,NUTS,2010,UKF,1,1.2462
2017,NUTS,2010,UKF,1,1.2958
2018,NUTS,2010,UKF,1,1.332
2011,NUTS,2010,UKF1,2,1.4202
2012,NUTS,2010,UKF1,2,1.464
2013,NUTS,2010,UKF1,2,1.6753
2014,NUTS,2010,UKF1,2,1.7528
2015,NUTS,2010,UKF1,2,1.6831
2016,NUTS,2010,UKF1,2,1.7241
2017,NUTS,2010,UKF1,2,1.8099
2018,NUTS,2010,UKF1,2,1.8875
2011,NUTS,2010,UKF2,2,0.9341
2012,NUTS,2010,UKF2,2,0.9343
2013,NUTS,2010,UKF2,2,0.9649
2014,NUTS,2010,UKF2,2,1.0131
2015,NUTS,2010,UKF2,2,1.0144
2016,NUTS,2010,UKF2,2,1.0004
2017,NUTS,2010,UKF2,2,1.0341
2018,NUTS,2010,UKF2,2,1.031
2011,NUTS,2010,UKF3,2,0.2687
2012,NUTS,2010,UKF3,2,0.3206
2013,NUTS,2010,UKF3,2,0.3287
2014,NUTS,2010,UKF3,2,0.3491
2015,NUTS,2010,UKF3,2,0.3859
2016,NUTS,2010,UKF3,2,0.3949
2017,NUTS,2010,UKF3,2,0.4226
2018,NUTS,2010,UKF3,2,0.4231
2011,NUTS,2010,UKG,1,0.8129
2012,NUTS,2010,UKG,1,0.8557
2013,NUTS,2010,UKG,1,0.9201
2014,NUTS,2010,UKG,1,1.0453
2015,NUTS,2010,UKG,1,1.0841
2016,NUTS,2010,UKG,1,1.0548
2017,NUTS,2010,UKG,1,1.199
2018,NUTS,2010,UKG,1,1.3504
2011,NUTS,2010,UKG1,2,0.947
2012,NUTS,2010,UKG1,2,1.0896
2013,NUTS,2010,UKG1,2,1.1499
2014,NUTS,2010,UKG1,2,1.3584
2015,NUTS,2010,UKG1,2,1.4026
2016,NUTS,2010,UKG1,2,1.3214
2017,NUTS,2010,UKG1,2,1.8244
2018,NUTS,2010,UKG1,2,2.1936
2011,NUTS,2010,UKG2,2,0.3741
2012,NUTS,2010,UKG2,2,0.3602
2013,NUTS,2010,UKG2,2,0.3991
2014,NUTS,2010,UKG2,2,0.4495
2015,NUTS,2010,UKG2,2,0.4613
2016,NUTS,2010,UKG2,2,0.4481
2017,NUTS,2010,UKG2,2,0.4869
2018,NUTS,2010,UKG2,2,0.5736
2011,NUTS,2010,UKG3,2,1.0201
2012,NUTS,2010,UKG3,2,1.0356
2013,NUTS,2010,UKG3,2,1.1218
2014,NUTS,2010,UKG3,2,1.2426
2015,NUTS,2010,UKG3,2,1.3077
2016,NUTS,2010,UKG3,2,1.2964
2017,NUTS,2010,UKG3,2,1.3306
2018,NUTS,2010,UKG3,2,1.3866
2011,NUTS,2010,UKH,1,1.6537
2012,NUTS,2010,UKH,1,1.5521
2013,NUTS,2010,UKH,1,1.687
2014,NUTS,2010,UKH,1,1.7068
2015,NUTS,2010,UKH,1,1.7594
2016,NUTS,2010,UKH,1,1.8099
2017,NUTS,2010,UKH,1,1.8421
2018,NUTS,2010,UKH,1,1.9122
2011,NUTS,2010,UKH1,2,2.3858
2012,NUTS,2010,UKH1,2,2.3083
2013,NUTS,2010,UKH1,2,2.4329
2014,NUTS,2010,UKH1,2,2.4667
2015,NUTS,2010,UKH1,2,2.5986
2016,NUTS,2010,UKH1,2,2.6366
2017,NUTS,2010,UKH1,2,2.8163
2018,NUTS,2010,UKH1,2,2.9847
2011,NUTS,2010,UKH2,2,1.3071
2012,NUTS,2010,UKH2,2,1.2625
2013,NUTS,2010,UKH2,2,1.5608
2014,NUTS,2010,UKH2,2,1.4712
2015,NUTS,2010,UKH2,2,1.542
2016,NUTS,2010,UKH2,2,1.617
2017,NUTS,2010,UKH2,2,1.5961
2018,NUTS,2010,UKH2,2,1.6309
2011,NUTS,2010,UKH3,2,0.9918
2012,NUTS,2010,UKH3,2,0.801
2013,NUTS,2010,UKH3,2,0.7933
2014,NUTS,2010,UKH3,2,0.8504
2015,NUTS,2010,UKH3,2,0.8167
2016,NUTS,2010,UKH3,2,0.8453
2017,NUTS,2010,UKH3,2,0.779
2018,NUTS,2010,UKH3,2,0.7496
2011,NUTS,2010,UKI,1,1.1848
2012,NUTS,2010,UKI,1,1.19
2013,NUTS,2010,UKI,1,1.1886
2014,NUTS,2010,UKI,1,1.2502
2015,NUTS,2010,UKI,1,1.2936
2016,NUTS,2010,UKI,1,1.2632
2017,NUTS,2010,UKI,1,1.3868
2018,NUTS,2010,UKI,1,1.4067
2011,NUTS,2010,UKI3,2,6.1319
2012,NUTS,2010,UKI3,2,5.8555
2013,NUTS,2010,UKI3,2,5.9692
2014,NUTS,2010,UKI3,2,5.8707
2015,NUTS,2010,UKI3,2,6.1536
2016,NUTS,2010,UKI3,2,6.0354
2017,NUTS,2010,UKI3,2,6.8309
2018,NUTS,2010,UKI3,2,6.8768
2011,NUTS,2010,UKI4,2,0.5778
2012,NUTS,2010,UKI4,2,0.5425
2013,NUTS,2010,UKI4,2,0.6095
2014,NUTS,2010,UKI4,2,0.6905
2015,NUTS,2010,UKI4,2,0.6671
2016,NUTS,2010,UKI4,2,0.635
2017,NUTS,2010,UKI4,2,0.6955
2018,NUTS,2010,UKI4,2,0.7748
2011,NUTS,2010,UKI5,2,0.1516
2012,NUTS,2010,UKI5,2,0.1498
2013,NUTS,2010,UKI5,2,0.1583
2014,NUTS,2010,UKI5,2,0.1594
2015,NUTS,2010,UKI5,2,0.1648
2016,NUTS,2010,UKI5,2,0.1527
2017,NUTS,2010,UKI5,2,0.1505
2018,NUTS,2010,UKI5,2,0.1691
2011,NUTS,2010,UKI6,2,0.3047
2012,NUTS,2010,UKI6,2,0.2528
2013,NUTS,2010,UKI6,2,0.2789
2014,NUTS,2010,UKI6,2,0.3409
2015,NUTS,2010,UKI6,2,0.2675
2016,NUTS,2010,UKI6,2,0.2807
2017,NUTS,2010,UKI6,2,0.3183
2018,NUTS,2010,UKI6,2,0.3089
2011,NUTS,2010,UKI7,2,0.5481
2012,NUTS,2010,UKI7,2,0.6916
2013,NUTS,2010,UKI7,2,0.6256
2014,NUTS,2010,UKI7,2,0.6798
2015,NUTS,2010,UKI7,2,0.8328
2016,NUTS,2010,UKI7,2,0.7482
2017,NUTS,2010,UKI7,2,0.9339
2018,NUTS,2010,UKI7,2,0.7933
2011,NUTS,2010,UKJ,1,1.5342
2012,NUTS,2010,UKJ,1,1.5141
2013,NUTS,2010,UKJ,1,1.5459
2014,NUTS,2010,UKJ,1,1.5932
2015,NUTS,2010,UKJ,1,1.6643
2016,NUTS,2010,UKJ,1,1.61
2017,NUTS,2010,UKJ,1,1.6407
2018,NUTS,2010,UKJ,1,1.6949
2011,NUTS,2010,UKJ1,2,2.574
2012,NUTS,2010,UKJ1,2,2.6193
2013,NUTS,2010,UKJ1,2,2.7521
2014,NUTS,2010,UKJ1,2,2.9186
2015,NUTS,2010,UKJ1,2,3.0023
2016,NUTS,2010,UKJ1,2,3.0175
2017,NUTS,2010,UKJ1,2,3.0534
2018,NUTS,2010,UKJ1,2,3.1931
2011,NUTS,2010,UKJ2,2,1.0024
2012,NUTS,2010,UKJ2,2,1.0085
2013,NUTS,2010,UKJ2,2,1.0188
2014,NUTS,2010,UKJ2,2,1.008
2015,NUTS,2010,UKJ2,2,1.0956
2016,NUTS,2010,UKJ2,2,1.023
2017,NUTS,2010,UKJ2,2,1.0848
2018,NUTS,2010,UKJ2,2,1.129
2011,NUTS,2010,UKJ3,2,1.6584
2012,NUTS,2010,UKJ3,2,1.5749
2013,NUTS,2010,UKJ3,2,1.6034
2014,NUTS,2010,UKJ3,2,1.5897
2015,NUTS,2010,UKJ3,2,1.686
2016,NUTS,2010,UKJ3,2,1.5489
2017,NUTS,2010,UKJ3,2,1.5116
2018,NUTS,2010,UKJ3,2,1.5206
2011,NUTS,2010,UKJ4,2,0.7766
2012,NUTS,2010,UKJ4,2,0.6684
2013,NUTS,2010,UKJ4,2,0.6235
2014,NUTS,2010,UKJ4,2,0.6423
2015,NUTS,2010,UKJ4,2,0.6614
2016,NUTS,2010,UKJ4,2,0.6429
2017,NUTS,2010,UKJ4,2,0.6888
2018,NUTS,2010,UKJ4,2,0.6706
2011,NUTS,2010,UKK,1,1.0561
2012,NUTS,2010,UKK,1,1.0506
2013,NUTS,2010,UKK,1,1.0707
2014,NUTS,2010,UKK,1,1.0945
2015,NUTS,2010,UKK,1,1.095
2016,NUTS,2010,UKK,1,1.1453
2017,NUTS,2010,UKK,1,1.1617
2018,NUTS,2010,UKK,1,1.1991
2011,NUTS,2010,UKK1,2,1.6591
2012,NUTS,2010,UKK1,2,1.6731
2013,NUTS,2010,UKK1,2,1.6945
2014,NUTS,2010,UKK1,2,1.6808
2015,NUTS,2010,UKK1,2,1.6531
2016,NUTS,2010,UKK1,2,1.7222
2017,NUTS,2010,UKK1,2,1.7086
2018,NUTS,2010,UKK1,2,1.7617
2011,NUTS,2010,UKK2,2,0.4406
2012,NUTS,2010,UKK2,2,0.4558
2013,NUTS,2010,UKK2,2,0.4525
2014,NUTS,2010,UKK2,2,0.5041
2015,NUTS,2010,UKK2,2,0.537
2016,NUTS,2010,UKK2,2,0.5735
2017,NUTS,2010,UKK2,2,0.5649
2018,NUTS,2010,UKK2,2,0.5742
2011,NUTS,2010,UKK3,2,0.2114
2012,NUTS,2010,UKK3,2,0.1827
2013,NUTS,2010,UKK3,2,0.1638
2014,NUTS,2010,UKK3,2,0.1778
2015,NUTS,2010,UKK3,2,0.2143
2016,NUTS,2010,UKK3,2,0.2048
2017,NUTS,2010,UKK3,2,0.2629
2018,NUTS,2010,UKK3,2,0.2343
2011,NUTS,2010,UKK4,2,0.8097
2012,NUTS,2010,UKK4,2,0.7366
2013,NUTS,2010,UKK4,2,0.803
2014,NUTS,2010,UKK4,2,0.9055
2015,NUTS,2010,UKK4,2,0.8975
2016,NUTS,2010,UKK4,2,0.9348
2017,NUTS,2010,UKK4,2,0.9902
2018,NUTS,2010,UKK4,2,1.0386
2011,NUTS,2010,UKL,1,0.7768
2012,NUTS,2010,UKL,1,0.7448
2013,NUTS,2010,UKL,1,0.8021
2014,NUTS,2010,UKL,1,0.8409
2015,NUTS,2010,UKL,1,0.7989
2016,NUTS,2010,UKL,1,0.8247
2017,NUTS,2010,UKL,1,0.9088
2018,NUTS,2010,UKL,1,0.9171
2011,NUTS,2010,UKL1,2,0.5488
2012,NUTS,2010,UKL1,2,0.5015
2013,NUTS,2010,UKL1,2,0.5272
2014,NUTS,2010,UKL1,2,0.7069
2015,NUTS,2010,UKL1,2,0.6515
2016,NUTS,2010,UKL1,2,0.6526
2017,NUTS,2010,UKL1,2,0.7573
2018,NUTS,2010,UKL1,2,0.7597
2011,NUTS,2010,UKL2,2,1.1464
2012,NUTS,2010,UKL2,2,1.1429
2013,NUTS,2010,UKL2,2,1.2411
2014,NUTS,2010,UKL2,2,1.0557
2015,NUTS,2010,UKL2,2,1.0458
2016,NUTS,2010,UKL2,2,1.1181
2017,NUTS,2010,UKL2,2,1.1464
2018,NUTS,2010,UKL2,2,1.1686
2011,NUTS,2010,UKM,1,1.1474
2012,NUTS,2010,UKM,1,1.14
2013,NUTS,2010,UKM,1,1.2089
2014,NUTS,2010,UKM,1,1.2275
2015,NUTS,2010,UKM,1,1.277
2016,NUTS,2010,UKM,1,1.3241
2017,NUTS,2010,UKM,1,1.3809
2018,NUTS,2010,UKM,1,1.4305
2012,NUTS,2010,UKM2,2,1.5771
2013,NUTS,2010,UKM2,2,1.6724
2014,NUTS,2010,UKM2,2,1.6948
2015,NUTS,2010,UKM2,2,1.7853
2016,NUTS,2010,UKM2,2,1.8252
2017,NUTS,2010,UKM2,2,0.7499
2012,NUTS,2010,UKM3,2,0.9045
2013,NUTS,2010,UKM3,2,0.9962
2014,NUTS,2010,UKM3,2,0.9716
2015,NUTS,2010,UKM3,2,1.0412
2016,NUTS,2010,UKM3,2,1.0625
2017,NUTS,2010,UKM3,2,0.3693
2012,NUTS,2010,UKM5,2,1.469
2013,NUTS,2010,UKM5,2,1.4802
2014,NUTS,2010,UKM5,2,1.697
2015,NUTS,2010,UKM5,2,1.5582
2016,NUTS,2010,UKM5,2,1.7882
2017,NUTS,2010,UKM5,2,1.7749
2018,NUTS,2010,UKM5,2,1.8113
2012,NUTS,2010,UKM6,2,0.1677
2013,NUTS,2010,UKM6,2,0.2169
2014,NUTS,2010,UKM6,2,0.1982
2015,NUTS,2010,UKM6,2,0.2056
2016,NUTS,2010,UKM6,2,0.2235
2017,NUTS,2010,UKM6,2,0.2835
2018,NUTS,2010,UKM6,2,0.3005
2014,NUTS,2010,UKM7,2,1.8002
2015,NUTS,2010,UKM7,2,1.8864
2016,NUTS,2010,UKM7,2,1.9112
2017,NUTS,2010,UKM7,2,1.8763
2018,NUTS,2010,UKM7,2,2.0444
2014,NUTS,2010,UKM8,2,1.3437
2015,NUTS,2010,UKM8,2,1.3833
2016,NUTS,2010,UKM8,2,1.4089
2017,NUTS,2010,UKM8,2,1.655
2018,NUTS,2010,UKM8,2,1.492
2014,NUTS,2010,UKM9,2,0.1598
2015,NUTS,2010,UKM9,2,0.1914
2016,NUTS,2010,UKM9,2,0.2044
2017,NUTS,2010,UKM9,2,0.2214
2018,NUTS,2010,UKM9,2,0.2574
2011,NUTS,2010,UKN,1,0.8965
2012,NUTS,2010,UKN,1,0.9257
2013,NUTS,2010,UKN,1,0.9281
2014,NUTS,2010,UKN,1,0.9513
2015,NUTS,2010,UKN,1,1.0869
2016,NUTS,2010,UKN,1,1.1749
2017,NUTS,2010,UKN,1,1.2878
2018,NUTS,2010,UKN,1,1.3482
2011,NUTS,2010,UKN0,2,0.8965
2012,NUTS,2010,UKN0,2,0.9257
2013,NUTS,2010,UKN0,2,0.9281
2014,NUTS,2010,UKN0,2,0.9513
2015,NUTS,2010,UKN0,2,1.0869
2016,NUTS,2010,UKN0,2,1.1749
2017,NUTS,2010,UKN0,2,1.2878
2018,NUTS,2010,UKN0,2,1.3482
